N = ,1, n = ,4, Step = ,0, Prob(rr) = ,0.238, Prob(fr) = ,0.877, Prob(sr) = ,0.163,Random Number (%) = ,0.147705
N = ,25, n = ,15, Step = ,6, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) Follow Recommendation = ,0.754944
N = ,25, n = ,15, Step = ,6, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) Submit Rating = ,0.47525
N = ,25, n = ,15, Step = ,7, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.415771
N = ,25, n = ,15, Step = ,8, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.579681
N = ,25, n = ,15, Step = ,9, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.738312
N = ,25, n = ,15, Step = ,10, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.823517
N = ,25, n = ,15, Step = ,11, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.248413
N = ,25, n = ,15, Step = ,12, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.448242
N = ,25, n = ,15, Step = ,13, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.434418
N = ,25, n = ,15, Step = ,14, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.782196
N = ,26, n = ,20, Step = ,0, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.124542
N = ,26, n = ,20, Step = ,0, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Follow Recommendation = ,0.274567
N = ,26, n = ,20, Step = ,0, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Submit Rating = ,0.797729
N = ,26, n = ,20, Step = ,1, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.257385
N = ,26, n = ,20, Step = ,2, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.329315
N = ,26, n = ,20, Step = ,3, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.548065
N = ,26, n = ,20, Step = ,4, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.299896
N = ,26, n = ,20, Step = ,5, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.078552
N = ,26, n = ,20, Step = ,5, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Follow Recommendation = ,0.953827
N = ,26, n = ,20, Step = ,6, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.427002
N = ,26, n = ,20, Step = ,7, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.008362
N = ,26, n = ,20, Step = ,7, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Follow Recommendation = ,0.834686
N = ,26, n = ,20, Step = ,7, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Submit Rating = ,0.152008
N = ,26, n = ,20, Step = ,7, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Follow Recommendation = ,0.717163
N = ,26, n = ,20, Step = ,8, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.159912
N = ,26, n = ,20, Step = ,8, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Follow Recommendation = ,0.774139
N = ,26, n = ,20, Step = ,8, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Submit Rating = ,0.34079
N = ,26, n = ,20, Step = ,9, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.333313
N = ,26, n = ,20, Step = ,10, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.758118
N = ,26, n = ,20, Step = ,11, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.194
N = ,26, n = ,20, Step = ,11, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Follow Recommendation = ,0.72644
N = ,26, n = ,20, Step = ,11, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) Submit Rating = ,0.296448
N = ,26, n = ,20, Step = ,12, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.63028
N = ,26, n = ,20, Step = ,13, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.506073
N = ,26, n = ,20, Step = ,14, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.961334
N = ,26, n = ,20, Step = ,15, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.231689
N = ,26, n = ,20, Step = ,16, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.881409
N = ,26, n = ,20, Step = ,17, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.231293
N = ,26, n = ,20, Step = ,18, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.307892
N = ,26, n = ,20, Step = ,19, Prob(rr) = ,0.21, Prob(fr) = ,0.877, Prob(sr) = ,0.164,Random Number (%) = ,0.509308
N = ,27, n = ,10, Step = ,0, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.287262
N = ,27, n = ,10, Step = ,1, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.750336
N = ,27, n = ,10, Step = ,2, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.745361
N = ,27, n = ,10, Step = ,3, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.920898
N = ,27, n = ,10, Step = ,4, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.563385
N = ,27, n = ,10, Step = ,5, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.444916
N = ,27, n = ,10, Step = ,6, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.064362
N = ,27, n = ,10, Step = ,6, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.060272
N = ,27, n = ,10, Step = ,6, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.00116
N = ,27, n = ,10, Step = ,6, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.340515
N = ,27, n = ,10, Step = ,7, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.065704
N = ,27, n = ,10, Step = ,7, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.7005
N = ,27, n = ,10, Step = ,7, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.563721
N = ,27, n = ,10, Step = ,8, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.777161
N = ,27, n = ,10, Step = ,9, Prob(rr) = ,0.197, Prob(fr) = ,0.884, Prob(sr) = ,0.171,Random Number (%) = ,0.484314
N = ,28, n = ,20, Step = ,0, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.347321
N = ,28, n = ,20, Step = ,1, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.264557
N = ,28, n = ,20, Step = ,2, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.021362
N = ,28, n = ,20, Step = ,2, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Follow Recommendation = ,0.665436
N = ,28, n = ,20, Step = ,2, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Submit Rating = ,0.560547
N = ,28, n = ,20, Step = ,3, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.195343
N = ,28, n = ,20, Step = ,3, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Follow Recommendation = ,0.414886
N = ,28, n = ,20, Step = ,3, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Submit Rating = ,0.496613
N = ,28, n = ,20, Step = ,4, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.482452
N = ,28, n = ,20, Step = ,5, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.409088
N = ,28, n = ,20, Step = ,6, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.100159
N = ,28, n = ,20, Step = ,6, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Follow Recommendation = ,0.338959
N = ,28, n = ,20, Step = ,6, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Submit Rating = ,0.947601
N = ,28, n = ,20, Step = ,7, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.936035
N = ,28, n = ,20, Step = ,8, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.163361
N = ,28, n = ,20, Step = ,8, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Follow Recommendation = ,0.184082
N = ,28, n = ,20, Step = ,8, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) Submit Rating = ,0.795135
N = ,28, n = ,20, Step = ,9, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.477173
N = ,28, n = ,20, Step = ,10, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.398041
N = ,28, n = ,20, Step = ,11, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.997833
N = ,28, n = ,20, Step = ,12, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.901642
N = ,28, n = ,20, Step = ,13, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.266052
N = ,28, n = ,20, Step = ,14, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.460815
N = ,28, n = ,20, Step = ,15, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.796967
N = ,28, n = ,20, Step = ,16, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.545746
N = ,28, n = ,20, Step = ,17, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.368042
N = ,28, n = ,20, Step = ,18, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.395905
N = ,28, n = ,20, Step = ,19, Prob(rr) = ,0.222, Prob(fr) = ,0.858, Prob(sr) = ,0.156,Random Number (%) = ,0.827911
N = ,29, n = ,20, Step = ,0, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.468628
N = ,29, n = ,20, Step = ,1, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.353851
N = ,29, n = ,20, Step = ,2, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.9935
N = ,29, n = ,20, Step = ,3, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.271179
N = ,29, n = ,20, Step = ,4, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.444305
N = ,29, n = ,20, Step = ,5, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.627502
N = ,29, n = ,20, Step = ,6, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.588348
N = ,29, n = ,20, Step = ,7, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.231476
N = ,29, n = ,20, Step = ,8, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.601135
N = ,29, n = ,20, Step = ,9, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.656372
N = ,29, n = ,20, Step = ,10, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.9422
N = ,29, n = ,20, Step = ,11, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.2659
N = ,29, n = ,20, Step = ,12, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.491119
N = ,29, n = ,20, Step = ,13, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.524048
N = ,29, n = ,20, Step = ,14, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.866913
N = ,29, n = ,20, Step = ,15, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.326019
N = ,29, n = ,20, Step = ,16, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.749786
N = ,29, n = ,20, Step = ,17, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.860962
N = ,29, n = ,20, Step = ,18, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.026306
N = ,29, n = ,20, Step = ,18, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) Follow Recommendation = ,0.730255
N = ,29, n = ,20, Step = ,18, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) Submit Rating = ,0.408661
N = ,29, n = ,20, Step = ,19, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) = ,0.1203
N = ,29, n = ,20, Step = ,19, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) Follow Recommendation = ,0.465149
N = ,29, n = ,20, Step = ,19, Prob(rr) = ,0.225, Prob(fr) = ,0.848, Prob(sr) = ,0.187,Random Number (%) Submit Rating = ,0.234619
N = ,30, n = ,13, Step = ,0, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.831207
N = ,30, n = ,13, Step = ,1, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.281921
N = ,30, n = ,13, Step = ,2, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.50885
N = ,30, n = ,13, Step = ,3, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.935974
N = ,30, n = ,13, Step = ,4, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.530426
N = ,30, n = ,13, Step = ,5, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.170593
N = ,30, n = ,13, Step = ,5, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Follow Recommendation = ,0.360809
N = ,30, n = ,13, Step = ,5, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Submit Rating = ,0.807678
N = ,30, n = ,13, Step = ,6, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.199158
N = ,30, n = ,13, Step = ,6, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Follow Recommendation = ,0.426361
N = ,30, n = ,13, Step = ,6, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Submit Rating = ,0.411224
N = ,30, n = ,13, Step = ,7, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.097198
N = ,30, n = ,13, Step = ,7, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Follow Recommendation = ,0.76889
N = ,30, n = ,13, Step = ,7, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Submit Rating = ,0.555634
N = ,30, n = ,13, Step = ,8, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.622284
N = ,30, n = ,13, Step = ,9, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.933868
N = ,30, n = ,13, Step = ,10, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.421661
N = ,30, n = ,13, Step = ,11, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.050751
N = ,30, n = ,13, Step = ,11, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Follow Recommendation = ,0.365417
N = ,30, n = ,13, Step = ,11, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Submit Rating = ,0.118469
N = ,30, n = ,13, Step = ,11, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) Follow Recommendation = ,0.818665
N = ,30, n = ,13, Step = ,12, Prob(rr) = ,0.214, Prob(fr) = ,0.883, Prob(sr) = ,0.167,Random Number (%) = ,0.723816
N = ,31, n = ,10, Step = ,0, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.656525
N = ,31, n = ,10, Step = ,1, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.762482
N = ,31, n = ,10, Step = ,2, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.016754
N = ,31, n = ,10, Step = ,2, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) Follow Recommendation = ,0.838867
N = ,31, n = ,10, Step = ,2, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) Submit Rating = ,0.565338
N = ,31, n = ,10, Step = ,3, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.853149
N = ,31, n = ,10, Step = ,4, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.668549
N = ,31, n = ,10, Step = ,5, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.847382
N = ,31, n = ,10, Step = ,6, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.130707
N = ,31, n = ,10, Step = ,6, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) Follow Recommendation = ,0.189331
N = ,31, n = ,10, Step = ,6, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) Submit Rating = ,0.000092
N = ,31, n = ,10, Step = ,6, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) Follow Recommendation = ,0.173615
N = ,31, n = ,10, Step = ,7, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.77301
N = ,31, n = ,10, Step = ,8, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.532227
N = ,31, n = ,10, Step = ,9, Prob(rr) = ,0.21, Prob(fr) = ,0.878, Prob(sr) = ,0.158,Random Number (%) = ,0.870087
N = ,32, n = ,15, Step = ,0, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.551178
N = ,32, n = ,15, Step = ,1, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.030792
N = ,32, n = ,15, Step = ,1, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.927521
N = ,32, n = ,15, Step = ,2, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.111023
N = ,32, n = ,15, Step = ,2, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.123138
N = ,32, n = ,15, Step = ,2, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.438965
N = ,32, n = ,15, Step = ,3, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.627319
N = ,32, n = ,15, Step = ,4, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.933533
N = ,32, n = ,15, Step = ,5, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.053741
N = ,32, n = ,15, Step = ,5, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.861816
N = ,32, n = ,15, Step = ,5, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.963623
N = ,32, n = ,15, Step = ,6, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.587585
N = ,32, n = ,15, Step = ,7, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.711151
N = ,32, n = ,15, Step = ,8, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.900177
N = ,32, n = ,15, Step = ,9, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.647552
N = ,32, n = ,15, Step = ,10, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.36795
N = ,32, n = ,15, Step = ,11, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.55127
N = ,32, n = ,15, Step = ,12, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.668823
N = ,32, n = ,15, Step = ,13, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.247375
N = ,32, n = ,15, Step = ,14, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) = ,0.088531
N = ,32, n = ,15, Step = ,14, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.55014
N = ,32, n = ,15, Step = ,14, Prob(rr) = ,0.224, Prob(fr) = ,0.892, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.296997
N = ,33, n = ,22, Step = ,0, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.294769
N = ,33, n = ,22, Step = ,1, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.626526
N = ,33, n = ,22, Step = ,2, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.93042
N = ,33, n = ,22, Step = ,3, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.831818
N = ,33, n = ,22, Step = ,4, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.748108
N = ,33, n = ,22, Step = ,5, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.750519
N = ,33, n = ,22, Step = ,6, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.684418
N = ,33, n = ,22, Step = ,7, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.838379
N = ,33, n = ,22, Step = ,8, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.182373
N = ,33, n = ,22, Step = ,8, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.364624
N = ,33, n = ,22, Step = ,8, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.94342
N = ,33, n = ,22, Step = ,9, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.206635
